ticket_id,client_id,category,priority,opened_at,resolved_at,resolution_h,satisfaction
TK000266,CLI02044,Solicitação de crédito,Média,2023-11-29 12:02:34,2023-11-29 15:02:34,3,
TK000267,CLI02044,Solicitação de crédito,Média,2023-02-03 23:44:57,2023-02-07 03:44:57,76,
TK000268,CLI02044,Fraude,Baixa,2024-11-30 14:40:40,2024-12-08 01:40:40,179,2.0
TK000269,CLI02044,Dúvida geral,Baixa,2024-04-04 13:40:15,2024-04-13 15:40:15,218,3.0
TK000270,CLI01110,Bloqueio de conta,Baixa,2024-12-14 20:32:52,,71,
TK000271,CLI01110,Cobrança indevida,Média,2023-08-09 15:43:02,2023-08-09 16:43:02,1,3.0
TK000272,CLI02748,Dúvida geral,Média,2024-10-06 18:01:45,2024-10-09 03:01:45,57,3.0
TK000273,CLI02748,Solicitação de crédito,Média,2024-12-12 00:18:32,2024-12-20 15:18:32,207,2.0
TK000274,CLI02748,Outros,Baixa,2024-12-23 21:56:37,2024-12-31 10:56:37,181,3.0
TK000275,CLI01964,Outros,Baixa,2024-10-16 23:32:07,2024-10-26 03:32:07,220,
TK000276,CLI01964,Outros,Média,2023-12-11 03:48:58,2023-12-12 09:48:58,30,5.0
TK000277,CLI01964,Outros,Baixa,2023-03-11 12:58:46,2023-03-13 06:58:46,42,4.0
TK000278,CLI01964,Outros,Baixa,2024-08-29 20:49:57,2024-09-05 20:49:57,168,3.0
TK000279,CLI00859,Problema no PIX,Baixa,2024-12-13 09:38:10,2024-12-20 15:38:10,174,1.0
TK000280,CLI00859,Problema no app,Baixa,2023-09-24 20:38:13,2023-09-25 17:38:13,21,
TK000281,CLI00859,Solicitação de crédito,Baixa,2023-04-11 09:04:00,2023-04-21 02:04:00,233,
TK000282,CLI02821,Bloqueio de conta,Baixa,2023-02-09 02:32:47,2023-02-10 17:32:47,39,5.0
TK000283,CLI02954,Fraude,Alta,2023-02-12 20:32:44,2023-02-22 18:32:44,238,1.0
TK000284,CLI02217,Bloqueio de conta,Média,2023-12-10 19:17:06,2023-12-17 17:17:06,166,3.0
TK000285,CLI02217,Problema no app,Baixa,2023-11-06 04:44:37,2023-11-10 05:44:37,97,5.0
TK000286,CLI02217,Dúvida geral,Média,2024-01-05 12:21:45,2024-01-08 16:21:45,76,1.0
TK000287,CLI02113,Dúvida geral,Baixa,2024-09-27 05:35:04,2024-10-06 13:35:04,224,4.0
TK000288,CLI00431,Dúvida geral,Média,2024-01-17 04:17:52,2024-01-18 07:17:52,27,
TK000289,CLI00431,Outros,Média,2024-07-26 12:14:49,,222,4.0
TK000290,CLI00431,Fraude,Média,2024-02-24 17:25:25,2024-03-01 16:25:25,143,4.0
TK000291,CLI00431,Solicitação de crédito,Crítica,2023-10-23 09:51:42,2023-10-27 09:51:42,96,4.0
TK000292,CLI02768,Problema no app,Baixa,2023-12-05 11:49:40,2023-12-11 14:49:40,147,4.0
TK000293,CLI02768,Solicitação de crédito,Média,2023-02-09 02:00:54,2023-02-09 15:00:54,13,5.0
TK000294,CLI00260,Solicitação de crédito,Baixa,2024-01-18 06:34:01,2024-01-20 03:34:01,45,5.0
TK000295,CLI02273,Outros,Alta,2023-08-01 15:57:37,,27,5.0
TK000296,CLI01708,Fraude,Alta,2024-09-29 21:15:29,2024-10-06 19:15:29,166,5.0
TK000297,CLI01708,Outros,Média,2023-12-23 06:42:06,2023-12-31 20:42:06,206,
TK000298,CLI02260,Solicitação de crédito,Média,2023-12-11 17:37:17,2023-12-11 18:37:17,1,1.0
TK000299,CLI02260,Solicitação de crédito,Baixa,2023-06-24 16:19:32,2023-06-26 06:19:32,38,4.0
TK000300,CLI02260,Solicitação de crédito,Média,2024-09-10 22:08:55,2024-09-13 09:08:55,59,3.0
TK000301,CLI02260,Fraude,Média,2024-01-30 12:43:16,2024-02-06 13:43:16,169,
TK000302,CLI01623,Problema no PIX,Média,2024-08-15 11:30:24,2024-08-22 19:30:24,176,1.0
TK000303,CLI01382,Bloqueio de conta,Baixa,2023-05-25 16:30:24,2023-05-27 22:30:24,54,
TK000304,CLI01382,Problema no PIX,Baixa,2024-01-03 10:51:35,2024-01-07 16:51:35,102,4.0
TK000305,CLI01382,Dúvida geral,Baixa,2023-01-12 00:54:11,,155,
TK000306,CLI01382,Fraude,Alta,2024-09-01 16:09:03,2024-09-10 04:09:03,204,4.0
TK000307,CLI02615,Bloqueio de conta,Baixa,2024-07-15 22:20:08,2024-07-18 09:20:08,59,3.0
TK000308,CLI02615,Problema no PIX,Média,2024-11-07 11:06:49,2024-11-08 17:06:49,30,
TK000309,CLI02615,Fraude,Baixa,2023-10-24 15:52:46,2023-10-25 01:52:46,10,5.0
TK000310,CLI02615,Fraude,Crítica,2024-04-01 04:01:15,,11,3.0
TK000311,CLI00583,Cobrança indevida,Crítica,2023-04-11 03:28:10,2023-04-12 05:28:10,26,5.0
TK000312,CLI02775,Outros,Média,2024-12-08 01:48:48,2024-12-12 17:48:48,112,
TK000313,CLI00751,Problema no app,Baixa,2024-12-08 00:20:25,2024-12-10 01:20:25,49,2.0
TK000314,CLI00751,Bloqueio de conta,Baixa,2024-06-10 21:35:15,,165,4.0
TK000315,CLI00751,Problema no PIX,Baixa,2023-02-03 16:11:31,2023-02-07 12:11:31,92,2.0
TK000316,CLI00751,Cobrança indevida,Média,2023-05-21 00:16:22,2023-05-21 15:16:22,15,5.0
TK000317,CLI01142,Outros,Baixa,2024-06-11 07:59:21,2024-06-12 03:59:21,20,4.0
TK000318,CLI01142,Fraude,Crítica,2024-05-08 00:18:12,2024-05-12 02:18:12,98,2.0
TK000319,CLI02229,Solicitação de crédito,Alta,2023-09-12 08:50:02,2023-09-16 07:50:02,95,3.0
TK000320,CLI02229,Cobrança indevida,Média,2023-09-29 20:31:11,2023-10-07 07:31:11,179,
TK000321,CLI02229,Problema no PIX,Baixa,2024-02-17 17:34:38,2024-02-24 07:34:38,158,
TK000322,CLI02585,Solicitação de crédito,Alta,2024-10-03 06:50:53,,153,5.0
TK000323,CLI02585,Problema no PIX,Média,2023-11-27 12:40:33,2023-12-01 12:40:33,96,2.0
TK000324,CLI02585,Solicitação de crédito,Média,2023-10-31 04:49:54,,147,4.0
TK000325,CLI02480,Dúvida geral,Baixa,2024-06-28 16:37:59,2024-06-30 09:37:59,41,1.0
TK000326,CLI02480,Bloqueio de conta,Alta,2023-01-01 00:31:35,2023-01-08 01:31:35,169,2.0
TK000327,CLI02480,Cobrança indevida,Alta,2023-06-18 20:34:09,,213,
TK000328,CLI02480,Fraude,Alta,2023-02-25 02:21:10,,102,2.0
TK000329,CLI00975,Cobrança indevida,Baixa,2023-03-17 08:20:09,2023-03-21 03:20:09,91,3.0
TK000330,CLI00975,Problema no app,Baixa,2023-03-27 20:34:00,2023-03-28 07:34:00,11,3.0
TK000331,CLI00975,Outros,Média,2023-10-18 06:14:56,2023-10-25 17:14:56,179,4.0
TK000332,CLI00975,Problema no app,Alta,2023-02-17 10:44:35,2023-02-24 19:44:35,177,2.0
TK000333,CLI02450,Problema no app,Baixa,2023-12-17 01:57:52,,144,4.0
TK000334,CLI02450,Fraude,Baixa,2023-06-11 23:01:55,2023-06-12 08:01:55,9,2.0
TK000335,CLI02450,Bloqueio de conta,Baixa,2023-07-16 01:17:44,,194,4.0
TK000336,CLI02545,Fraude,Baixa,2023-12-27 01:22:27,2024-01-02 13:22:27,156,5.0
TK000337,CLI02545,Solicitação de crédito,Baixa,2024-01-15 12:04:58,2024-01-19 10:04:58,94,4.0
TK000338,CLI02545,Outros,Baixa,2023-10-15 16:11:06,,62,3.0
TK000339,CLI00891,Outros,Média,2023-09-16 05:07:27,,236,
TK000340,CLI02770,Outros,Baixa,2024-07-25 02:00:09,2024-08-01 22:00:09,188,5.0
TK000341,CLI02770,Dúvida geral,Média,2024-01-21 09:20:41,2024-01-29 15:20:41,198,3.0
TK000342,CLI02770,Bloqueio de conta,Baixa,2024-03-10 13:22:47,2024-03-17 02:22:47,157,1.0
TK000343,CLI02107,Dúvida geral,Média,2024-08-09 08:17:39,2024-08-12 12:17:39,76,
TK000344,CLI01182,Problema no PIX,Baixa,2024-11-21 13:53:27,2024-11-30 17:53:27,220,5.0
TK000345,CLI01182,Cobrança indevida,Baixa,2023-05-11 13:37:30,2023-05-11 22:37:30,9,2.0
TK000346,CLI01182,Solicitação de crédito,Baixa,2024-08-21 09:27:19,2024-08-24 15:27:19,78,5.0
TK000347,CLI02977,Outros,Baixa,2023-05-10 13:24:30,2023-05-11 00:24:30,11,4.0
TK000348,CLI02977,Outros,Média,2023-06-17 05:41:21,2023-06-20 02:41:21,69,4.0
TK000349,CLI02977,Dúvida geral,Baixa,2024-12-17 13:44:35,2024-12-24 00:44:35,155,2.0
TK000350,CLI02977,Cobrança indevida,Média,2024-10-20 03:27:42,,202,5.0
TK000351,CLI02441,Outros,Alta,2024-04-28 06:32:11,2024-05-06 00:32:11,186,4.0
TK000352,CLI02441,Problema no PIX,Baixa,2023-07-28 17:21:34,2023-08-03 06:21:34,133,
TK000353,CLI02441,Solicitação de crédito,Crítica,2024-05-24 02:20:13,2024-06-02 01:20:13,215,1.0
TK000354,CLI02441,Dúvida geral,Alta,2023-08-18 13:32:27,2023-08-23 18:32:27,125,
TK000355,CLI02534,Cobrança indevida,Média,2024-01-04 11:17:06,2024-01-09 04:17:06,113,3.0
TK000356,CLI02534,Problema no PIX,Alta,2024-12-21 08:50:43,,224,
TK000357,CLI02534,Problema no app,Baixa,2024-03-30 08:34:49,2024-03-30 22:34:49,14,2.0
TK000358,CLI02534,Problema no PIX,Alta,2024-12-15 07:41:51,2024-12-21 06:41:51,143,1.0
TK000359,CLI00673,Bloqueio de conta,Baixa,2023-03-16 13:38:03,2023-03-21 11:38:03,118,3.0
TK000360,CLI00673,Outros,Baixa,2023-01-18 06:08:11,2023-01-21 03:08:11,69,1.0
TK000361,CLI00673,Fraude,Média,2023-09-10 16:48:44,2023-09-11 15:48:44,23,
TK000362,CLI02313,Dúvida geral,Baixa,2024-10-28 13:02:43,2024-10-30 16:02:43,51,2.0
TK000363,CLI02313,Bloqueio de conta,Alta,2024-04-27 05:39:54,2024-05-05 09:39:54,196,4.0
TK000364,CLI02867,Problema no PIX,Média,2023-12-26 02:14:00,2023-12-27 09:14:00,31,3.0
TK000365,CLI02867,Fraude,Média,2023-07-18 23:53:10,2023-07-19 23:53:10,24,3.0
TK000366,CLI02867,Dúvida geral,Baixa,2023-03-28 03:01:44,2023-04-02 19:01:44,136,4.0
TK000367,CLI02867,Problema no PIX,Baixa,2023-09-23 21:12:12,2023-09-30 05:12:12,152,5.0
TK000368,CLI00708,Solicitação de crédito,Média,2023-08-06 03:24:51,2023-08-10 23:24:51,116,4.0
TK000369,CLI02102,Solicitação de crédito,Baixa,2024-09-14 01:52:48,2024-09-19 06:52:48,125,2.0
TK000370,CLI02102,Dúvida geral,Baixa,2024-04-23 00:07:58,,77,2.0
TK000371,CLI01328,Cobrança indevida,Média,2024-02-18 06:40:30,2024-02-25 16:40:30,178,2.0
TK000372,CLI02611,Fraude,Média,2023-02-11 08:02:16,2023-02-16 00:02:16,112,2.0
TK000373,CLI02611,Dúvida geral,Alta,2024-09-18 12:45:50,2024-09-28 11:45:50,239,5.0
TK000374,CLI02611,Bloqueio de conta,Alta,2023-10-01 03:33:35,,224,4.0
TK000375,CLI02893,Solicitação de crédito,Baixa,2024-10-10 06:34:47,,29,3.0
TK000376,CLI00071,Cobrança indevida,Baixa,2023-08-22 15:06:30,2023-08-30 09:06:30,186,3.0
TK000377,CLI00071,Fraude,Baixa,2023-02-15 03:40:24,2023-02-23 04:40:24,193,1.0
TK000378,CLI00071,Outros,Baixa,2023-09-09 18:30:23,2023-09-16 03:30:23,153,1.0
TK000379,CLI00071,Outros,Crítica,2023-08-07 11:10:25,,160,
TK000380,CLI01225,Outros,Crítica,2023-08-16 04:14:03,2023-08-22 19:14:03,159,3.0
TK000381,CLI01225,Dúvida geral,Média,2024-01-29 05:06:30,2024-01-30 05:06:30,24,3.0
TK000382,CLI01225,Problema no PIX,Média,2023-01-28 02:27:47,2023-02-01 11:27:47,105,1.0
TK000383,CLI01225,Problema no app,Média,2024-01-12 14:37:31,2024-01-12 22:37:31,8,
TK000384,CLI02694,Outros,Baixa,2023-10-27 00:41:20,,64,5.0
TK000385,CLI02694,Dúvida geral,Média,2024-11-09 10:44:41,2024-11-19 09:44:41,239,2.0
TK000386,CLI01163,Problema no PIX,Baixa,2023-07-24 18:21:46,2023-07-25 07:21:46,13,2.0
TK000387,CLI01163,Solicitação de crédito,Alta,2024-08-20 20:30:13,2024-08-27 01:30:13,149,4.0
TK000388,CLI01878,Problema no app,Baixa,2023-02-01 12:42:25,2023-02-11 00:42:25,228,2.0
TK000389,CLI00035,Cobrança indevida,Média,2024-12-02 12:06:05,,38,3.0
TK000390,CLI02931,Cobrança indevida,Média,2024-12-06 09:27:22,2024-12-13 15:27:22,174,4.0
TK000391,CLI01601,Problema no app,Média,2023-05-02 18:40:16,2023-05-11 12:40:16,210,5.0
TK000392,CLI02996,Fraude,Alta,2023-02-02 05:47:04,2023-02-10 04:47:04,191,5.0
TK000393,CLI02996,Outros,Média,2024-02-01 06:38:13,,172,2.0
TK000394,CLI02996,Outros,Média,2023-12-15 20:59:26,,48,5.0
TK000395,CLI00373,Dúvida geral,Baixa,2024-11-20 12:02:54,2024-11-20 23:02:54,11,5.0
TK000396,CLI00373,Dúvida geral,Baixa,2023-01-15 21:40:22,2023-01-16 20:40:22,23,3.0
TK000397,CLI02150,Solicitação de crédito,Baixa,2024-11-23 08:04:27,2024-11-30 04:04:27,164,1.0
TK000398,CLI02150,Outros,Baixa,2023-08-18 21:02:31,2023-08-26 07:02:31,178,1.0
TK000399,CLI02150,Problema no app,Média,2023-01-08 08:33:57,2023-01-17 07:33:57,215,
TK000400,CLI02150,Problema no PIX,Baixa,2023-03-09 03:48:12,2023-03-12 22:48:12,91,2.0
TK000401,CLI00804,Bloqueio de conta,Baixa,2023-05-30 05:13:51,2023-06-08 03:13:51,214,5.0
TK000402,CLI00804,Bloqueio de conta,Alta,2024-06-03 06:48:44,2024-06-13 02:48:44,236,4.0
TK000403,CLI00804,Outros,Média,2023-01-10 09:51:48,2023-01-19 09:51:48,216,4.0
TK000404,CLI02055,Outros,Alta,2023-09-01 02:00:07,2023-09-10 02:00:07,216,
TK000405,CLI01993,Fraude,Média,2023-03-17 16:36:53,2023-03-17 19:36:53,3,4.0
TK000406,CLI01993,Problema no PIX,Média,2024-11-08 05:19:08,2024-11-10 01:19:08,44,5.0
TK000407,CLI01993,Problema no app,Média,2024-04-08 14:06:55,2024-04-09 00:06:55,10,4.0
TK000408,CLI00319,Outros,Média,2024-06-24 04:36:04,2024-06-26 00:36:04,44,5.0
TK000409,CLI01165,Cobrança indevida,Baixa,2023-12-19 19:29:17,,223,4.0
TK000410,CLI01165,Bloqueio de conta,Baixa,2023-05-27 04:06:44,2023-06-01 19:06:44,135,2.0
TK000411,CLI00540,Fraude,Baixa,2024-07-28 19:25:01,2024-08-03 17:25:01,142,3.0
TK000412,CLI00540,Problema no PIX,Alta,2023-05-01 01:49:09,,150,
TK000413,CLI00540,Fraude,Média,2023-02-11 12:51:47,2023-02-21 06:51:47,234,5.0
TK000414,CLI00540,Fraude,Baixa,2024-12-07 06:46:26,2024-12-16 00:46:26,210,3.0
TK000415,CLI00119,Problema no PIX,Baixa,2024-07-21 23:56:13,2024-07-26 04:56:13,101,
TK000416,CLI00119,Cobrança indevida,Média,2023-05-22 14:37:21,2023-05-25 07:37:21,65,5.0
TK000417,CLI00119,Cobrança indevida,Média,2024-02-01 07:20:03,,71,3.0
TK000418,CLI00362,Problema no PIX,Crítica,2023-11-13 09:44:12,2023-11-20 05:44:12,164,4.0
TK000419,CLI00880,Dúvida geral,Média,2023-01-05 00:18:58,2023-01-05 17:18:58,17,1.0
TK000420,CLI02947,Problema no app,Baixa,2023-05-01 09:35:33,2023-05-11 08:35:33,239,
TK000421,CLI02947,Problema no app,Alta,2024-10-21 03:40:01,2024-10-31 03:40:01,240,5.0
TK000422,CLI01648,Problema no app,Média,2023-12-26 23:02:50,2024-01-04 17:02:50,210,4.0
TK000423,CLI01648,Problema no app,Baixa,2023-01-18 17:07:17,2023-01-28 04:07:17,227,4.0
TK000424,CLI00820,Outros,Média,2023-03-02 22:32:32,2023-03-06 12:32:32,86,3.0
TK000425,CLI00820,Outros,Média,2024-03-19 01:01:57,2024-03-23 11:01:57,106,2.0
TK000426,CLI00820,Bloqueio de conta,Média,2023-08-07 12:49:17,,31,3.0
TK000427,CLI02295,Fraude,Média,2023-10-26 19:33:55,2023-11-04 08:33:55,205,4.0
TK000428,CLI02295,Cobrança indevida,Média,2023-01-03 10:30:50,2023-01-03 11:30:50,1,1.0
TK000429,CLI00593,Cobrança indevida,Média,2024-08-23 22:02:37,2024-08-31 16:02:37,186,5.0
TK000430,CLI00593,Dúvida geral,Baixa,2023-07-15 01:29:00,,93,2.0
TK000431,CLI02552,Bloqueio de conta,Baixa,2023-01-01 04:40:59,2023-01-06 16:40:59,132,2.0
TK000432,CLI02552,Solicitação de crédito,Alta,2023-12-22 21:44:23,2023-12-28 20:44:23,143,3.0
TK000433,CLI02552,Outros,Média,2024-09-23 06:33:02,2024-09-27 21:33:02,111,3.0
TK000434,CLI00929,Cobrança indevida,Baixa,2024-02-24 21:12:07,2024-02-25 01:12:07,4,
TK000435,CLI00929,Problema no app,Baixa,2024-02-18 17:18:05,2024-02-19 04:18:05,11,1.0
TK000436,CLI00929,Cobrança indevida,Baixa,2023-11-26 17:24:03,2023-12-04 05:24:03,180,3.0
TK000437,CLI02386,Problema no app,Baixa,2024-12-06 13:10:10,2024-12-09 09:10:10,68,2.0
TK000438,CLI02386,Outros,Baixa,2024-04-05 06:04:18,2024-04-06 18:04:18,36,2.0
TK000439,CLI02386,Fraude,Baixa,2024-12-21 16:15:05,2024-12-30 02:15:05,202,4.0
TK000440,CLI02386,Problema no app,Baixa,2024-02-08 13:16:25,2024-02-11 08:16:25,67,
TK000441,CLI02975,Problema no app,Média,2024-03-28 10:12:51,2024-04-01 14:12:51,100,3.0
TK000442,CLI02975,Solicitação de crédito,Baixa,2023-12-20 18:38:29,2023-12-29 20:38:29,218,1.0
TK000443,CLI02975,Bloqueio de conta,Alta,2024-10-11 09:10:45,2024-10-18 05:10:45,164,4.0
TK000444,CLI00420,Dúvida geral,Baixa,2023-12-03 13:14:00,2023-12-06 05:14:00,64,
TK000445,CLI00469,Problema no app,Média,2024-10-03 17:16:39,2024-10-13 13:16:39,236,1.0
TK000446,CLI00469,Solicitação de crédito,Baixa,2023-04-28 14:57:44,2023-05-08 11:57:44,237,3.0
TK000447,CLI00434,Dúvida geral,Baixa,2024-09-13 14:42:48,,199,5.0
TK000448,CLI00434,Fraude,Média,2024-10-26 04:53:42,2024-11-04 23:53:42,235,5.0
TK000449,CLI02958,Dúvida geral,Alta,2023-09-11 00:07:32,2023-09-13 14:07:32,62,1.0
TK000450,CLI02958,Problema no PIX,Crítica,2024-10-31 12:39:48,2024-11-07 11:39:48,167,1.0
TK000451,CLI02958,Fraude,Alta,2023-02-19 01:23:36,2023-02-23 17:23:36,112,3.0
TK000452,CLI02958,Bloqueio de conta,Média,2024-08-31 23:33:03,2024-09-01 16:33:03,17,3.0
TK000453,CLI00659,Cobrança indevida,Baixa,2023-11-07 03:43:56,2023-11-15 17:43:56,206,5.0
TK000454,CLI00659,Problema no PIX,Baixa,2023-05-10 05:09:43,2023-05-18 14:09:43,201,1.0
TK000455,CLI00659,Solicitação de crédito,Média,2024-08-14 07:00:55,2024-08-24 01:00:55,234,4.0
TK000456,CLI00297,Bloqueio de conta,Baixa,2023-08-05 02:41:02,,9,3.0
TK000457,CLI00297,Solicitação de crédito,Média,2023-07-10 01:09:30,2023-07-16 17:09:30,160,
TK000458,CLI00728,Problema no app,Baixa,2024-03-04 05:47:28,2024-03-04 10:47:28,5,2.0
TK000459,CLI00421,Outros,Baixa,2023-06-12 19:12:12,2023-06-17 11:12:12,112,2.0
TK000460,CLI00421,Dúvida geral,Baixa,2024-08-19 03:10:47,2024-08-22 22:10:47,91,
TK000461,CLI00421,Problema no app,Alta,2024-08-30 13:41:38,,147,5.0
TK000462,CLI00421,Solicitação de crédito,Média,2023-07-17 02:37:21,2023-07-22 06:37:21,124,5.0
TK000463,CLI01760,Problema no PIX,Média,2023-04-13 20:57:14,2023-04-19 23:57:14,147,3.0
TK000464,CLI01760,Dúvida geral,Média,2024-01-27 21:54:32,2024-01-30 19:54:32,70,2.0
TK000465,CLI01760,Outros,Baixa,2023-05-15 01:51:34,2023-05-18 01:51:34,72,3.0
TK000466,CLI01760,Problema no app,Média,2024-02-29 14:34:41,2024-03-01 13:34:41,23,1.0
TK000467,CLI02806,Cobrança indevida,Baixa,2024-10-04 17:23:03,2024-10-05 10:23:03,17,5.0
TK000468,CLI02806,Problema no PIX,Alta,2024-10-10 07:52:47,2024-10-15 01:52:47,114,5.0
TK000469,CLI02806,Bloqueio de conta,Baixa,2024-03-30 01:24:25,2024-04-01 07:24:25,54,3.0
TK000470,CLI02454,Dúvida geral,Alta,2024-06-16 07:07:22,,191,2.0
TK000471,CLI02454,Outros,Baixa,2024-12-05 06:42:27,,74,5.0
TK000472,CLI02454,Solicitação de crédito,Alta,2023-07-31 19:12:36,2023-08-02 17:12:36,46,1.0
TK000473,CLI00315,Dúvida geral,Média,2024-02-19 05:56:48,2024-02-19 23:56:48,18,2.0
TK000474,CLI00315,Problema no app,Baixa,2024-05-16 16:32:31,2024-05-26 13:32:31,237,1.0
TK000475,CLI00315,Problema no app,Alta,2023-01-20 11:46:48,2023-01-23 06:46:48,67,5.0
TK000476,CLI00315,Dúvida geral,Média,2023-05-10 01:47:23,2023-05-13 04:47:23,75,5.0
TK000477,CLI00187,Solicitação de crédito,Baixa,2024-07-19 21:15:21,2024-07-25 23:15:21,146,
TK000478,CLI01496,Cobrança indevida,Média,2024-06-17 12:47:29,2024-06-23 09:47:29,141,
TK000479,CLI01496,Dúvida geral,Média,2024-11-22 01:51:52,,5,
TK000480,CLI01599,Bloqueio de conta,Baixa,2024-05-04 22:20:39,2024-05-09 17:20:39,115,1.0
TK000481,CLI01599,Problema no PIX,Baixa,2023-12-09 08:02:14,2023-12-18 08:02:14,216,
TK000482,CLI01599,Outros,Crítica,2024-06-05 20:52:02,,117,4.0
TK000483,CLI02851,Outros,Alta,2024-04-23 00:22:11,2024-05-01 13:22:11,205,4.0
TK000484,CLI02851,Solicitação de crédito,Média,2024-03-14 00:31:20,2024-03-19 06:31:20,126,4.0
TK000485,CLI02851,Problema no app,Alta,2023-02-13 15:44:14,2023-02-14 04:44:14,13,2.0
TK000486,CLI02851,Problema no PIX,Alta,2024-03-07 03:54:02,2024-03-07 06:54:02,3,1.0
TK000487,CLI01990,Bloqueio de conta,Baixa,2023-12-31 02:16:29,2024-01-01 18:16:29,40,2.0
TK000488,CLI01990,Problema no PIX,Alta,2024-12-17 21:32:48,2024-12-24 08:32:48,155,2.0
TK000489,CLI01990,Problema no PIX,Média,2023-01-14 16:10:20,2023-01-15 03:10:20,11,1.0
TK000490,CLI00430,Solicitação de crédito,Baixa,2024-07-23 12:47:12,2024-07-28 22:47:12,130,2.0
TK000491,CLI00430,Outros,Baixa,2024-10-24 23:54:21,2024-11-03 02:54:21,219,3.0
TK000492,CLI00430,Cobrança indevida,Baixa,2024-12-30 22:33:06,2025-01-08 17:33:06,211,4.0
TK000493,CLI00430,Problema no PIX,Média,2024-11-19 06:31:02,2024-11-22 18:31:02,84,2.0
TK000494,CLI00533,Dúvida geral,Crítica,2024-12-16 21:18:31,2024-12-17 11:18:31,14,4.0
TK000495,CLI00533,Outros,Baixa,2024-12-05 03:05:41,2024-12-05 21:05:41,18,4.0
TK000496,CLI00533,Problema no PIX,Baixa,2023-04-02 00:11:04,2023-04-02 16:11:04,16,3.0
TK000497,CLI00533,Bloqueio de conta,Baixa,2024-04-04 15:28:28,,11,
TK000498,CLI00738,Solicitação de crédito,Crítica,2024-10-16 13:07:38,2024-10-25 12:07:38,215,5.0
TK000499,CLI01464,Solicitação de crédito,Média,2023-09-02 13:39:40,2023-09-03 06:39:40,17,2.0
TK000500,CLI02315,Problema no app,Média,2024-09-29 03:36:59,2024-10-04 11:36:59,128,4.0
TK000501,CLI00805,Cobrança indevida,Baixa,2023-03-10 06:24:18,2023-03-18 21:24:18,207,4.0
TK000502,CLI02468,Outros,Média,2023-12-21 19:03:01,2023-12-28 22:03:01,171,4.0
TK000503,CLI00730,Problema no app,Alta,2024-08-04 23:07:40,,194,
TK000504,CLI00730,Outros,Média,2024-11-26 20:20:52,,209,3.0
TK000505,CLI01206,Problema no PIX,Baixa,2023-09-08 16:17:46,2023-09-09 03:17:46,11,5.0
TK000506,CLI01206,Bloqueio de conta,Baixa,2024-03-28 14:13:19,2024-04-05 10:13:19,188,
TK000507,CLI01206,Problema no app,Média,2023-10-12 12:22:54,2023-10-12 20:22:54,8,
TK000508,CLI01206,Solicitação de crédito,Baixa,2024-05-14 10:05:42,2024-05-15 15:05:42,29,
TK000509,CLI01668,Solicitação de crédito,Média,2024-10-27 08:07:12,2024-11-03 09:07:12,169,
TK000510,CLI01668,Cobrança indevida,Alta,2024-01-12 17:14:00,2024-01-21 14:14:00,213,4.0
TK000511,CLI01668,Problema no app,Média,2023-08-27 09:51:08,2023-08-28 21:51:08,36,2.0
TK000512,CLI01612,Bloqueio de conta,Média,2023-10-22 01:02:33,2023-10-30 08:02:33,199,5.0
TK000513,CLI01612,Solicitação de crédito,Média,2023-08-02 18:18:02,2023-08-06 10:18:02,88,
TK000514,CLI01612,Fraude,Baixa,2024-10-15 16:18:06,2024-10-18 13:18:06,69,4.0
TK000515,CLI01099,Cobrança indevida,Baixa,2024-02-10 19:34:38,,24,1.0
TK000516,CLI00173,Outros,Média,2023-11-12 05:03:21,2023-11-20 06:03:21,193,5.0
TK000517,CLI02109,Solicitação de crédito,Baixa,2024-02-24 19:02:54,2024-03-04 18:02:54,215,1.0
TK000518,CLI02109,Solicitação de crédito,Crítica,2024-11-09 07:38:42,2024-11-12 20:38:42,85,1.0
TK000519,CLI00638,Fraude,Alta,2024-02-19 11:13:08,2024-02-20 08:13:08,21,5.0
TK000520,CLI00638,Bloqueio de conta,Baixa,2024-08-22 13:14:32,2024-08-26 15:14:32,98,4.0
TK000521,CLI00638,Dúvida geral,Média,2024-12-23 12:00:53,2024-12-30 04:00:53,160,4.0
TK000522,CLI01078,Problema no PIX,Alta,2023-09-19 06:51:29,2023-09-21 04:51:29,46,1.0
TK000523,CLI01078,Problema no PIX,Alta,2024-05-25 11:57:22,2024-06-01 23:57:22,180,
TK000524,CLI01078,Bloqueio de conta,Crítica,2023-01-19 03:02:48,2023-01-19 11:02:48,8,3.0
TK000525,CLI01078,Dúvida geral,Crítica,2024-10-04 04:13:57,2024-10-12 20:13:57,208,5.0
TK000526,CLI02145,Cobrança indevida,Média,2023-05-21 11:03:34,2023-05-30 16:03:34,221,4.0
TK000527,CLI02145,Fraude,Baixa,2023-05-18 19:02:44,2023-05-25 04:02:44,153,3.0
TK000528,CLI01911,Problema no app,Baixa,2024-03-06 21:16:03,2024-03-09 18:16:03,69,4.0
TK000529,CLI01911,Problema no app,Média,2023-12-18 05:01:28,2023-12-19 06:01:28,25,5.0
TK000530,CLI02816,Outros,Baixa,2024-11-13 00:34:32,2024-11-18 00:34:32,120,
TK000531,CLI02816,Fraude,Crítica,2023-09-21 18:20:35,2023-09-26 15:20:35,117,3.0
TK000532,CLI00771,Dúvida geral,Baixa,2024-02-17 21:14:01,2024-02-19 16:14:01,43,1.0
