account_id,client_id,type,balance_brl,opened_at,status
ACC000905,CLI00657,Poupança,1775.95,2023-04-06 12:34:40,Ativa
ACC000906,CLI00658,Corrente,899.89,2024-07-09 12:17:22,Ativa
ACC000907,CLI00659,Corrente,171.39,2024-10-24 01:42:36,Ativa
ACC000908,CLI00660,Corrente,906.54,2024-08-22 22:04:10,Ativa
ACC000909,CLI00660,Poupança,562.88,2024-08-22 22:04:10,Ativa
ACC000910,CLI00661,Corrente,3163.01,2024-06-28 07:40:47,Ativa
ACC000911,CLI00661,Poupança,5383.77,2024-06-28 07:40:47,Ativa
ACC000912,CLI00661,Investimento,5576.33,2024-06-28 07:40:47,Ativa
ACC000913,CLI00662,Corrente,4484.33,2024-11-20 09:41:09,Ativa
ACC000914,CLI00662,Poupança,1540.36,2024-11-20 09:41:09,Ativa
ACC000915,CLI00663,Corrente,966.47,2024-07-17 04:49:08,Ativa
ACC000916,CLI00663,Poupança,737.66,2024-07-17 04:49:08,Ativa
ACC000917,CLI00664,Corrente,296.19,2024-08-11 00:21:58,Ativa
ACC000918,CLI00664,Poupança,5944.52,2024-08-11 00:21:58,Ativa
ACC000919,CLI00664,Investimento,1466.08,2024-08-11 00:21:58,Ativa
ACC000920,CLI00665,Corrente,405.2,2024-10-15 16:15:08,Encerrada
ACC000921,CLI00666,Corrente,3572.83,2023-07-03 09:10:23,Ativa
ACC000922,CLI00667,Corrente,1167.84,2024-07-08 20:28:02,Ativa
ACC000923,CLI00667,Poupança,14939.67,2024-07-08 20:28:02,Ativa
ACC000924,CLI00667,Investimento,2078.58,2024-07-08 20:28:02,Ativa
ACC000925,CLI00668,Corrente,1599.24,2023-11-27 15:28:35,Ativa
ACC000926,CLI00669,Corrente,1184.93,2023-11-09 19:52:23,Ativa
ACC000927,CLI00669,Poupança,353.6,2023-11-09 19:52:23,Ativa
ACC000928,CLI00670,Corrente,1622.3,2023-04-09 17:45:45,Ativa
ACC000929,CLI00671,Corrente,2779.6,2023-10-14 20:50:54,Ativa
ACC000930,CLI00672,Corrente,1569.19,2023-08-25 20:12:22,Ativa
ACC000931,CLI00673,Corrente,2385.91,2024-09-28 05:35:52,Ativa
ACC000932,CLI00674,Corrente,808.51,2024-11-30 06:34:17,Ativa
ACC000933,CLI00675,Corrente,405.99,2023-09-10 14:28:15,Ativa
ACC000934,CLI00676,Corrente,1591.69,2024-05-16 16:45:24,Ativa
ACC000935,CLI00677,Corrente,2356.02,2024-08-11 10:58:13,Ativa
ACC000936,CLI00678,Corrente,1476.71,2023-06-09 20:28:59,Ativa
ACC000937,CLI00679,Corrente,2308.19,2023-01-19 01:39:30,Ativa
ACC000938,CLI00680,Corrente,4591.54,2023-08-10 15:20:30,Ativa
ACC000939,CLI00681,Corrente,4877.24,2023-08-20 11:34:34,Ativa
ACC000940,CLI00681,Poupança,7874.03,2023-08-20 11:34:34,Ativa
ACC000941,CLI00681,Investimento,3398.65,2023-08-20 11:34:34,Ativa
ACC000942,CLI00682,Corrente,5508.6,2024-03-31 04:22:25,Ativa
ACC000943,CLI00682,Poupança,271.72,2024-03-31 04:22:25,Ativa
ACC000944,CLI00682,Investimento,2309.96,2024-03-31 04:22:25,Ativa
ACC000945,CLI00683,Corrente,1452.06,2023-01-23 10:51:18,Ativa
ACC000946,CLI00684,Corrente,13537.53,2023-12-13 09:42:42,Ativa
ACC000947,CLI00684,Poupança,5503.69,2023-12-13 09:42:42,Ativa
ACC000948,CLI00684,Investimento,848.5,2023-12-13 09:42:42,Ativa
ACC000949,CLI00685,Corrente,2828.08,2024-03-07 04:47:16,Encerrada
ACC000950,CLI00686,Corrente,2211.04,2023-10-23 06:34:30,Ativa
ACC000951,CLI00687,Corrente,403.2,2023-11-04 01:01:02,Ativa
ACC000952,CLI00687,Poupança,4338.6,2023-11-04 01:01:02,Ativa
ACC000953,CLI00688,Corrente,7055.93,2024-08-07 15:13:59,Ativa
ACC000954,CLI00689,Corrente,3753.65,2023-01-02 14:10:06,Ativa
ACC000955,CLI00690,Corrente,2977.59,2024-11-24 06:45:05,Ativa
ACC000956,CLI00690,Poupança,1541.68,2024-11-24 06:45:05,Ativa
ACC000957,CLI00690,Investimento,1041.06,2024-11-24 06:45:05,Ativa
ACC000958,CLI00691,Corrente,4640.86,2023-10-15 18:15:34,Ativa
ACC000959,CLI00692,Corrente,3641.01,2024-01-19 13:15:38,Ativa
ACC000960,CLI00693,Corrente,1221.01,2024-03-04 14:01:17,Ativa
ACC000961,CLI00694,Corrente,1699.52,2024-03-18 15:46:02,Encerrada
ACC000962,CLI00695,Corrente,716.04,2024-05-12 20:28:39,Ativa
ACC000963,CLI00695,Poupança,1368.46,2024-05-12 20:28:39,Ativa
ACC000964,CLI00695,Investimento,716.46,2024-05-12 20:28:39,Ativa
ACC000965,CLI00696,Corrente,2866.97,2024-08-12 13:11:25,Ativa
ACC000966,CLI00697,Corrente,174.38,2023-03-05 13:01:42,Ativa
ACC000967,CLI00697,Poupança,8292.61,2023-03-05 13:01:42,Ativa
ACC000968,CLI00698,Corrente,6042.3,2023-03-17 03:06:18,Ativa
ACC000969,CLI00698,Poupança,2491.96,2023-03-17 03:06:18,Ativa
ACC000970,CLI00698,Investimento,1245.9,2023-03-17 03:06:18,Ativa
ACC000971,CLI00699,Corrente,4270.87,2024-09-30 04:21:50,Ativa
ACC000972,CLI00700,Corrente,2682.35,2023-02-17 03:17:11,Ativa
ACC000973,CLI00700,Poupança,5667.03,2023-02-17 03:17:11,Ativa
ACC000974,CLI00701,Corrente,1560.96,2023-02-13 08:00:00,Ativa
ACC000975,CLI00702,Corrente,156.63,2024-09-09 14:56:38,Ativa
ACC000976,CLI00703,Corrente,508.99,2023-01-10 13:04:32,Ativa
ACC000977,CLI00704,Corrente,2200.95,2023-12-12 08:23:52,Ativa
ACC000978,CLI00705,Corrente,2685.33,2024-02-25 07:38:59,Ativa
ACC000979,CLI00705,Poupança,3167.33,2024-02-25 07:38:59,Encerrada
ACC000980,CLI00706,Corrente,8294.44,2024-01-29 21:10:32,Ativa
ACC000981,CLI00706,Poupança,855.25,2024-01-29 21:10:32,Ativa
ACC000982,CLI00707,Corrente,1296.79,2024-06-23 15:40:02,Ativa
ACC000983,CLI00708,Corrente,6184.05,2023-12-19 20:48:17,Ativa
ACC000984,CLI00709,Corrente,5381.51,2024-08-19 19:03:08,Ativa
ACC000985,CLI00710,Corrente,546.5,2023-03-31 11:17:02,Encerrada
ACC000986,CLI00711,Corrente,508.42,2024-07-12 08:05:12,Ativa
ACC000987,CLI00711,Poupança,4998.53,2024-07-12 08:05:12,Ativa
ACC000988,CLI00712,Corrente,1068.72,2023-04-17 14:24:17,Ativa
ACC000989,CLI00713,Corrente,3616.99,2024-09-12 14:51:54,Ativa
ACC000990,CLI00714,Corrente,6635.1,2023-11-30 15:12:32,Encerrada
ACC000991,CLI00715,Corrente,61.3,2023-08-06 12:56:41,Ativa
ACC000992,CLI00716,Corrente,4919.03,2024-11-16 09:32:23,Ativa
ACC000993,CLI00716,Poupança,5547.9,2024-11-16 09:32:23,Ativa
ACC000994,CLI00717,Corrente,1076.12,2024-01-20 07:35:30,Ativa
ACC000995,CLI00718,Corrente,8328.95,2023-11-27 03:00:00,Ativa
ACC000996,CLI00719,Corrente,1676.2,2024-03-29 13:50:41,Ativa
ACC000997,CLI00720,Corrente,1948.7,2023-10-24 23:54:38,Ativa
ACC000998,CLI00721,Corrente,2717.41,2024-09-02 09:44:24,Ativa
ACC000999,CLI00721,Poupança,82775.71,2024-09-02 09:44:24,Ativa
ACC001000,CLI00722,Corrente,9075.38,2023-07-14 04:46:42,Ativa
ACC001001,CLI00723,Corrente,4193.78,2024-08-31 06:34:07,Ativa
ACC001002,CLI00723,Poupança,604.64,2024-08-31 06:34:07,Ativa
ACC001003,CLI00724,Corrente,2148.03,2024-02-05 15:40:53,Ativa
ACC001004,CLI00725,Corrente,681.47,2024-10-24 12:01:51,Encerrada
ACC001005,CLI00726,Corrente,1930.15,2024-08-07 13:58:08,Ativa
ACC001006,CLI00726,Poupança,5083.81,2024-08-07 13:58:08,Ativa
ACC001007,CLI00727,Corrente,2341.76,2023-09-14 12:18:57,Ativa
ACC001008,CLI00727,Poupança,497.53,2023-09-14 12:18:57,Ativa
ACC001009,CLI00727,Investimento,1839.38,2023-09-14 12:18:57,Ativa
ACC001010,CLI00728,Corrente,986.21,2024-01-04 18:29:49,Ativa
ACC001011,CLI00729,Corrente,1676.86,2023-05-26 00:11:35,Ativa
ACC001012,CLI00730,Corrente,650.34,2023-05-14 11:03:48,Ativa
ACC001013,CLI00730,Poupança,1131.09,2023-05-14 11:03:48,Ativa
ACC001014,CLI00731,Corrente,2307.53,2024-11-03 09:48:29,Encerrada
ACC001015,CLI00732,Corrente,4209.52,2024-06-15 22:16:01,Ativa
ACC001016,CLI00733,Corrente,2622.37,2024-11-13 22:12:36,Ativa
ACC001017,CLI00734,Corrente,12855.55,2024-10-22 02:14:18,Ativa
ACC001018,CLI00734,Poupança,25100.5,2024-10-22 02:14:18,Ativa
ACC001019,CLI00735,Corrente,1112.72,2023-02-03 21:57:52,Ativa
ACC001020,CLI00736,Corrente,5791.12,2023-10-14 09:39:50,Ativa
ACC001021,CLI00737,Corrente,22868.6,2023-02-26 20:27:46,Ativa
ACC001022,CLI00738,Corrente,5975.05,2023-04-17 00:10:56,Ativa
ACC001023,CLI00739,Corrente,4276.06,2023-08-05 19:34:54,Ativa
ACC001024,CLI00739,Poupança,203.11,2023-08-05 19:34:54,Ativa
ACC001025,CLI00740,Corrente,925.48,2024-08-16 02:19:53,Ativa
ACC001026,CLI00740,Poupança,1102.65,2024-08-16 02:19:53,Ativa
ACC001027,CLI00741,Corrente,9553.18,2024-10-11 17:30:41,Ativa
ACC001028,CLI00742,Corrente,752.4,2023-07-13 22:44:28,Ativa
ACC001029,CLI00743,Corrente,1631.98,2024-11-16 07:00:15,Ativa
ACC001030,CLI00744,Corrente,4955.88,2024-04-30 04:45:19,Ativa
ACC001031,CLI00745,Corrente,712.77,2024-05-22 23:18:31,Ativa
ACC001032,CLI00745,Poupança,2527.3,2024-05-22 23:18:31,Encerrada
ACC001033,CLI00746,Corrente,3986.3,2024-08-19 04:04:41,Ativa
ACC001034,CLI00747,Corrente,3838.17,2024-08-22 04:03:27,Encerrada
ACC001035,CLI00747,Poupança,3564.88,2024-08-22 04:03:27,Encerrada
ACC001036,CLI00748,Corrente,1887.51,2024-07-30 04:24:49,Ativa
ACC001037,CLI00749,Corrente,2137.93,2023-02-16 13:02:45,Ativa
ACC001038,CLI00750,Corrente,1932.1,2023-09-13 07:13:22,Encerrada
ACC001039,CLI00751,Corrente,671.19,2023-02-12 00:00:43,Ativa
ACC001040,CLI00751,Poupança,4497.74,2023-02-12 00:00:43,Ativa
ACC001041,CLI00752,Corrente,1381.98,2023-02-24 08:36:48,Ativa
ACC001042,CLI00752,Poupança,1642.38,2023-02-24 08:36:48,Ativa
ACC001043,CLI00753,Corrente,2529.52,2023-11-28 01:41:09,Ativa
ACC001044,CLI00754,Corrente,2485.79,2024-05-08 16:30:47,Encerrada
ACC001045,CLI00755,Corrente,854.15,2023-12-03 15:43:47,Ativa
ACC001046,CLI00756,Corrente,1392.25,2023-07-19 20:15:55,Ativa
ACC001047,CLI00756,Poupança,3032.11,2023-07-19 20:15:55,Ativa
ACC001048,CLI00757,Corrente,2401.5,2023-06-02 00:24:21,Ativa
ACC001049,CLI00758,Corrente,4539.06,2023-08-28 02:00:34,Ativa
ACC001050,CLI00759,Corrente,3448.11,2024-08-22 01:31:18,Ativa
ACC001051,CLI00760,Corrente,4278.75,2024-09-23 13:46:29,Ativa
ACC001052,CLI00761,Corrente,9147.1,2024-05-29 15:50:46,Encerrada
ACC001053,CLI00762,Corrente,2511.93,2023-07-16 09:51:41,Ativa
ACC001054,CLI00763,Corrente,4340.73,2023-07-28 22:55:16,Ativa
ACC001055,CLI00764,Corrente,724.76,2024-05-23 09:09:33,Ativa
ACC001056,CLI00764,Poupança,1446.52,2024-05-23 09:09:33,Ativa
ACC001057,CLI00765,Corrente,2842.33,2023-12-17 00:55:33,Ativa
ACC001058,CLI00766,Corrente,207.41,2024-05-09 07:58:58,Encerrada
ACC001059,CLI00767,Corrente,2161.73,2024-08-13 17:22:25,Encerrada
ACC001060,CLI00768,Corrente,293.5,2024-08-14 08:51:11,Ativa
ACC001061,CLI00769,Corrente,1654.25,2024-05-31 13:57:28,Ativa
ACC001062,CLI00770,Corrente,9981.1,2024-11-05 23:25:57,Ativa
ACC001063,CLI00770,Poupança,471.16,2024-11-05 23:25:57,Ativa
ACC001064,CLI00770,Investimento,2396.34,2024-11-05 23:25:57,Ativa
ACC001065,CLI00771,Corrente,628.85,2024-09-23 04:19:01,Ativa
ACC001066,CLI00772,Corrente,230.31,2024-01-05 19:33:20,Ativa
ACC001067,CLI00773,Corrente,757.56,2024-01-22 17:59:44,Encerrada
ACC001068,CLI00773,Poupança,4223.19,2024-01-22 17:59:44,Encerrada
ACC001069,CLI00774,Corrente,15331.73,2024-05-27 10:32:24,Ativa
ACC001070,CLI00775,Corrente,3568.6,2024-02-20 04:36:33,Ativa
ACC001071,CLI00776,Corrente,5756.94,2024-09-01 18:59:13,Ativa
ACC001072,CLI00777,Corrente,6508.44,2024-04-04 23:25:01,Ativa
ACC001073,CLI00778,Corrente,2050.5,2024-02-21 00:21:51,Ativa
ACC001074,CLI00778,Poupança,3288.66,2024-02-21 00:21:51,Ativa
ACC001075,CLI00779,Corrente,6000.59,2024-02-23 02:30:27,Ativa
ACC001076,CLI00780,Corrente,2887.51,2024-10-21 12:52:59,Ativa
ACC001077,CLI00781,Corrente,7622.02,2023-06-17 13:02:01,Ativa
ACC001078,CLI00782,Corrente,5163.63,2023-08-21 07:39:40,Ativa
ACC001079,CLI00782,Poupança,846.46,2023-08-21 07:39:40,Ativa
ACC001080,CLI00783,Corrente,377.21,2024-02-14 23:44:00,Encerrada
ACC001081,CLI00784,Corrente,44.74,2024-03-24 06:59:38,Ativa
ACC001082,CLI00785,Corrente,2926.95,2024-09-02 02:46:02,Ativa
ACC001083,CLI00785,Poupança,8613.56,2024-09-02 02:46:02,Encerrada
ACC001084,CLI00786,Corrente,3314.54,2024-04-05 21:38:09,Ativa
ACC001085,CLI00786,Poupança,2887.74,2024-04-05 21:38:09,Ativa
ACC001086,CLI00787,Corrente,6966.83,2024-05-22 01:01:02,Ativa
ACC001087,CLI00787,Poupança,492.59,2024-05-22 01:01:02,Ativa
ACC001088,CLI00787,Investimento,6285.89,2024-05-22 01:01:02,Ativa
ACC001089,CLI00788,Corrente,22629.91,2024-01-15 23:41:33,Ativa
ACC001090,CLI00788,Poupança,4523.27,2024-01-15 23:41:33,Ativa
ACC001091,CLI00788,Investimento,4667.69,2024-01-15 23:41:33,Ativa
ACC001092,CLI00789,Corrente,2216.13,2023-05-21 15:53:06,Ativa
ACC001093,CLI00789,Poupança,963.33,2023-05-21 15:53:06,Ativa
ACC001094,CLI00790,Corrente,4507.2,2024-06-28 06:46:33,Ativa
ACC001095,CLI00790,Poupança,296.69,2024-06-28 06:46:33,Ativa
ACC001096,CLI00791,Corrente,1095.2,2024-11-28 04:31:10,Encerrada
ACC001097,CLI00792,Corrente,921.03,2023-05-06 05:10:37,Ativa
ACC001098,CLI00793,Corrente,13244.05,2024-05-26 04:58:47,Encerrada
ACC001099,CLI00794,Corrente,3906.72,2023-10-01 11:56:20,Ativa
ACC001100,CLI00795,Corrente,3315.86,2024-04-12 16:47:05,Ativa
ACC001101,CLI00796,Corrente,1921.95,2023-05-07 20:29:37,Ativa
ACC001102,CLI00797,Corrente,2218.27,2024-05-18 03:19:43,Ativa
ACC001103,CLI00798,Corrente,188.1,2023-04-07 19:06:28,Encerrada
ACC001104,CLI00799,Corrente,1156.24,2023-03-18 01:51:42,Ativa
ACC001105,CLI00800,Corrente,1079.77,2023-09-28 23:58:16,Ativa
ACC001106,CLI00801,Corrente,354.39,2024-09-18 02:30:48,Ativa
ACC001107,CLI00802,Corrente,948.6,2024-07-07 23:26:02,Ativa
ACC001108,CLI00803,Corrente,966.06,2023-05-23 05:18:56,Ativa
ACC001109,CLI00804,Corrente,612.35,2023-11-12 17:59:05,Ativa
ACC001110,CLI00805,Corrente,8897.85,2024-03-06 10:17:12,Ativa
ACC001111,CLI00806,Corrente,445.77,2024-04-23 16:24:54,Ativa
ACC001112,CLI00807,Corrente,1524.91,2023-05-11 21:40:13,Ativa
ACC001113,CLI00808,Corrente,631.18,2023-10-22 10:50:19,Ativa
ACC001114,CLI00809,Corrente,1405.34,2023-01-02 17:39:01,Ativa
ACC001115,CLI00809,Poupança,596.96,2023-01-02 17:39:01,Ativa
ACC001116,CLI00810,Corrente,1980.44,2024-04-23 02:18:55,Ativa
ACC001117,CLI00810,Poupança,2659.13,2024-04-23 02:18:55,Ativa
ACC001118,CLI00811,Corrente,9726.59,2023-06-03 10:29:42,Ativa
ACC001119,CLI00812,Corrente,892.2,2023-08-21 11:04:33,Ativa
ACC001120,CLI00813,Corrente,12599.24,2023-01-05 12:18:37,Ativa
ACC001121,CLI00814,Corrente,686.51,2023-05-05 12:26:29,Ativa
ACC001122,CLI00815,Corrente,1358.83,2024-08-29 02:32:42,Ativa
ACC001123,CLI00815,Poupança,15028.26,2024-08-29 02:32:42,Ativa
ACC001124,CLI00816,Corrente,58896.09,2024-06-15 14:50:34,Encerrada
ACC001125,CLI00817,Corrente,4290.97,2023-07-12 10:20:39,Ativa
ACC001126,CLI00817,Poupança,3378.45,2023-07-12 10:20:39,Ativa
ACC001127,CLI00817,Investimento,872.37,2023-07-12 10:20:39,Ativa
ACC001128,CLI00818,Corrente,3020.6,2024-08-30 22:54:03,Encerrada
ACC001129,CLI00819,Corrente,2395.86,2023-05-30 06:26:46,Ativa
ACC001130,CLI00819,Poupança,985.34,2023-05-30 06:26:46,Ativa
ACC001131,CLI00820,Corrente,565.61,2023-11-27 22:37:46,Ativa
ACC001132,CLI00820,Poupança,1244.34,2023-11-27 22:37:46,Ativa
ACC001133,CLI00820,Investimento,2639.64,2023-11-27 22:37:46,Ativa
ACC001134,CLI00821,Corrente,6012.88,2024-11-26 05:59:22,Encerrada
ACC001135,CLI00822,Corrente,1894.48,2024-01-17 14:14:28,Ativa
ACC001136,CLI00823,Corrente,1004.9,2023-10-16 14:58:56,Ativa
ACC001137,CLI00824,Corrente,2209.24,2024-11-17 15:43:32,Ativa
ACC001138,CLI00825,Corrente,4359.09,2023-06-06 21:32:11,Ativa
ACC001139,CLI00826,Corrente,9321.66,2024-07-11 03:55:24,Ativa
ACC001140,CLI00826,Poupança,2632.72,2024-07-11 03:55:24,Ativa
ACC001141,CLI00827,Corrente,620.9,2023-04-11 03:30:30,Encerrada
ACC001142,CLI00827,Poupança,1932.86,2023-04-11 03:30:30,Encerrada
ACC001143,CLI00828,Corrente,5380.39,2023-10-26 09:04:58,Ativa
ACC001144,CLI00829,Corrente,4697.68,2023-01-07 21:11:13,Ativa
ACC001145,CLI00829,Poupança,4185.33,2023-01-07 21:11:13,Ativa
ACC001146,CLI00830,Corrente,7262.69,2023-02-05 10:16:40,Encerrada
ACC001147,CLI00831,Corrente,9523.87,2023-09-27 21:09:33,Ativa
ACC001148,CLI00831,Poupança,1016.13,2023-09-27 21:09:33,Ativa
ACC001149,CLI00832,Corrente,178.69,2023-02-14 11:28:03,Ativa
ACC001150,CLI00833,Corrente,2803.67,2024-06-18 11:24:02,Ativa
ACC001151,CLI00834,Corrente,1880.51,2024-09-19 09:14:01,Ativa
ACC001152,CLI00834,Poupança,282.27,2024-09-19 09:14:01,Ativa
ACC001153,CLI00834,Investimento,3738.55,2024-09-19 09:14:01,Ativa
ACC001154,CLI00835,Corrente,3416.43,2023-05-24 17:10:20,Ativa
ACC001155,CLI00836,Corrente,311.26,2024-06-17 21:26:46,Ativa
ACC001156,CLI00836,Poupança,17451.29,2024-06-17 21:26:46,Ativa
ACC001157,CLI00837,Corrente,4453.05,2024-09-19 14:04:34,Ativa
ACC001158,CLI00838,Corrente,187.11,2024-05-02 07:17:32,Ativa
ACC001159,CLI00839,Corrente,3708.25,2023-08-27 18:04:17,Ativa
ACC001160,CLI00840,Corrente,4386.47,2023-03-21 15:58:13,Ativa
ACC001161,CLI00841,Corrente,889.25,2023-08-11 19:12:03,Ativa
ACC001162,CLI00842,Corrente,9562.06,2023-09-17 05:04:51,Ativa
ACC001163,CLI00843,Corrente,846.09,2023-11-27 07:07:58,Ativa
ACC001164,CLI00844,Corrente,9773.98,2024-07-06 11:43:03,Ativa
ACC001165,CLI00845,Corrente,927.25,2024-07-18 10:48:50,Encerrada
ACC001166,CLI00846,Corrente,640.34,2024-05-09 11:09:43,Encerrada
ACC001167,CLI00847,Corrente,1302.89,2023-06-28 17:38:43,Ativa
ACC001168,CLI00848,Corrente,68.3,2024-01-04 02:37:38,Ativa
ACC001169,CLI00849,Corrente,124.71,2024-10-04 23:43:01,Encerrada
ACC001170,CLI00850,Corrente,2838.12,2024-10-12 10:57:38,Ativa
ACC001171,CLI00851,Corrente,3069.0,2023-11-20 12:01:37,Ativa
ACC001172,CLI00852,Corrente,83.88,2023-05-02 01:57:02,Ativa
ACC001173,CLI00853,Corrente,952.97,2024-10-06 07:20:26,Ativa
ACC001174,CLI00854,Corrente,2740.59,2023-04-08 04:39:17,Encerrada
ACC001175,CLI00855,Corrente,294.14,2024-05-13 13:42:44,Ativa
ACC001176,CLI00856,Corrente,377.87,2024-08-27 21:49:59,Ativa
ACC001177,CLI00857,Corrente,8449.82,2023-08-29 02:24:59,Ativa
ACC001178,CLI00858,Corrente,1023.87,2023-09-02 08:12:06,Ativa
ACC001179,CLI00859,Corrente,1856.56,2024-06-29 18:28:20,Encerrada
ACC001180,CLI00860,Corrente,155.52,2023-01-30 01:20:27,Ativa
ACC001181,CLI00861,Corrente,4545.52,2024-04-17 19:42:57,Ativa
ACC001182,CLI00862,Corrente,584.65,2024-08-24 07:40:04,Ativa
ACC001183,CLI00863,Corrente,146.94,2024-11-07 02:30:12,Ativa
ACC001184,CLI00864,Corrente,16679.42,2023-10-10 04:55:47,Ativa
ACC001185,CLI00864,Poupança,885.26,2023-10-10 04:55:47,Ativa
ACC001186,CLI00865,Corrente,4283.18,2023-10-10 07:36:40,Ativa
ACC001187,CLI00865,Poupança,2186.71,2023-10-10 07:36:40,Ativa
ACC001188,CLI00866,Corrente,5964.07,2023-11-17 22:29:55,Ativa
ACC001189,CLI00867,Corrente,5681.2,2024-03-18 20:03:46,Ativa
ACC001190,CLI00868,Corrente,2523.17,2023-05-21 00:32:20,Ativa
ACC001191,CLI00869,Corrente,10237.58,2024-07-29 18:32:58,Encerrada
ACC001192,CLI00870,Corrente,3624.58,2024-08-24 08:14:13,Encerrada
ACC001193,CLI00871,Corrente,3144.7,2023-03-06 22:15:16,Encerrada
ACC001194,CLI00872,Corrente,974.07,2023-11-29 20:27:29,Ativa
ACC001195,CLI00872,Poupança,3846.87,2023-11-29 20:27:29,Ativa
ACC001196,CLI00873,Corrente,255.98,2023-12-06 06:14:37,Ativa
ACC001197,CLI00873,Poupança,9492.12,2023-12-06 06:14:37,Ativa
ACC001198,CLI00874,Corrente,3200.56,2024-05-30 19:01:49,Ativa
ACC001199,CLI00875,Corrente,94955.75,2024-07-15 00:23:15,Ativa
ACC001200,CLI00875,Poupança,21956.77,2024-07-15 00:23:15,Ativa
ACC001201,CLI00876,Corrente,1784.54,2024-04-11 18:23:46,Ativa
ACC001202,CLI00876,Poupança,15408.95,2024-04-11 18:23:46,Ativa
ACC001203,CLI00876,Investimento,4998.05,2024-04-11 18:23:46,Ativa
ACC001204,CLI00877,Corrente,2385.89,2024-11-05 00:11:03,Ativa
ACC001205,CLI00878,Corrente,246.85,2023-05-17 13:24:24,Ativa
ACC001206,CLI00879,Corrente,327.59,2024-06-29 07:57:18,Ativa
ACC001207,CLI00879,Poupança,1817.55,2024-06-29 07:57:18,Ativa
ACC001208,CLI00880,Corrente,997.81,2024-04-29 12:57:13,Ativa
ACC001209,CLI00881,Corrente,236.51,2023-06-01 21:30:25,Ativa
ACC001210,CLI00882,Corrente,2809.56,2024-11-14 05:03:57,Ativa
ACC001211,CLI00882,Poupança,784.03,2024-11-14 05:03:57,Ativa
ACC001212,CLI00883,Corrente,5106.79,2024-02-08 02:10:33,Ativa
ACC001213,CLI00884,Corrente,4168.98,2023-11-02 11:58:26,Encerrada
ACC001214,CLI00884,Poupança,10569.0,2023-11-02 11:58:26,Ativa
ACC001215,CLI00885,Corrente,5372.45,2024-07-05 11:49:21,Ativa
ACC001216,CLI00885,Poupança,6689.49,2024-07-05 11:49:21,Ativa
ACC001217,CLI00885,Investimento,810.04,2024-07-05 11:49:21,Ativa
ACC001218,CLI00886,Corrente,4744.7,2023-12-06 18:07:09,Ativa
ACC001219,CLI00887,Corrente,19189.94,2023-04-12 09:35:28,Ativa
ACC001220,CLI00888,Corrente,791.25,2024-05-27 01:27:15,Encerrada
ACC001221,CLI00889,Corrente,5766.66,2024-11-25 20:38:31,Encerrada
ACC001222,CLI00890,Corrente,9979.71,2023-03-01 06:34:17,Ativa
ACC001223,CLI00890,Poupança,4268.82,2023-03-01 06:34:17,Ativa
ACC001224,CLI00891,Corrente,5399.71,2024-10-25 22:47:36,Encerrada
ACC001225,CLI00892,Corrente,1016.69,2023-05-30 18:53:46,Encerrada
ACC001226,CLI00892,Poupança,768.28,2023-05-30 18:53:46,Encerrada
ACC001227,CLI00892,Investimento,4034.76,2023-05-30 18:53:46,Encerrada
ACC001228,CLI00893,Corrente,884.03,2023-03-06 19:29:08,Ativa
ACC001229,CLI00893,Poupança,308.63,2023-03-06 19:29:08,Ativa
ACC001230,CLI00894,Corrente,2758.25,2024-09-20 09:04:18,Ativa
ACC001231,CLI00895,Corrente,440.52,2024-04-01 09:15:51,Ativa
ACC001232,CLI00895,Poupança,3846.44,2024-04-01 09:15:51,Ativa
ACC001233,CLI00896,Corrente,856.39,2023-10-25 12:29:31,Ativa
ACC001234,CLI00896,Poupança,512.04,2023-10-25 12:29:31,Ativa
ACC001235,CLI00897,Corrente,4720.16,2024-04-14 01:10:41,Ativa
ACC001236,CLI00897,Poupança,893.99,2024-04-14 01:10:41,Ativa
ACC001237,CLI00898,Corrente,1237.49,2023-02-26 10:06:50,Ativa
ACC001238,CLI00899,Corrente,125.97,2024-09-09 16:20:14,Ativa
ACC001239,CLI00900,Corrente,5629.98,2024-07-10 08:09:32,Ativa
ACC001240,CLI00901,Corrente,4842.03,2024-01-23 07:31:40,Ativa
ACC001241,CLI00902,Corrente,1819.92,2023-01-17 12:28:38,Encerrada
ACC001242,CLI00903,Corrente,289.14,2023-01-13 15:20:15,Ativa
ACC001243,CLI00904,Corrente,3672.41,2023-02-06 13:30:00,Ativa
ACC001244,CLI00904,Poupança,8717.25,2023-02-06 13:30:00,Ativa
ACC001245,CLI00905,Corrente,11143.1,2023-04-18 18:11:49,Ativa
ACC001246,CLI00906,Corrente,1546.36,2024-09-01 16:25:02,Encerrada
ACC001247,CLI00907,Corrente,3549.32,2023-04-09 02:11:31,Ativa
ACC001248,CLI00907,Poupança,2887.67,2023-04-09 02:11:31,Ativa
ACC001249,CLI00908,Corrente,2536.15,2023-08-06 21:40:28,Ativa
ACC001250,CLI00909,Corrente,2840.3,2024-07-25 02:23:38,Ativa
ACC001251,CLI00909,Poupança,2505.71,2024-07-25 02:23:38,Ativa
ACC001252,CLI00910,Corrente,1698.83,2023-03-23 04:40:06,Ativa
ACC001253,CLI00910,Poupança,11087.12,2023-03-23 04:40:06,Ativa
ACC001254,CLI00911,Corrente,374.21,2023-06-19 22:26:41,Ativa
